ListingMonth,host_total_listings,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,number_of_reviews,review_scores_rating,reviews_per_month,PricePerNight
3.5,8,2,2,1,1,1,14,47,92,2.1,52
2.7,1,10,2,4,5,7,2,51,96,2.91,124
4.4,1,10,2.5,4,4,1,1,14,100,0.72,268
5.1,1,4,1,2,2,2,2,3,100,0.25,56
1.7,1,6,1,3,3,4,2,24,96,1.24,62
5.3,16,5,1,2,3,4,3,1,100,0.94,96
6.2,33,7,2,2,4,3,1,15,96,2.34,116
6.6,1283,3,1,1,1,3,2,1,100,0.09,173
5.6,2,10,1,3,4,5,1,37,98,5.69,185
0.5,19,2,1,1,1,1,1,6,97,1.89,34
1.5,28,1,2,1,1,1,1,69,89,4.05,25
2.4,2,6,2,2,3,4,2,118,97,4.32,75
6.1,896,2,1,1,1,2,30,1,100,0.47,137
6.4,36,2,1,0,1,1,31,5,100,0.16,74
0.7,6,4,2,2,2,1,2,1,100,0.21,255
0.7,10,2,1,1,1,1,1,2,100,0.87,128
5.7,9,4,1,1,1,2,3,37,95,4.1,172
6,2,4,1,1,3,2,2,131,96,1.87,78
3.1,2,8,1,2,4,4,1,87,98,5.83,49
6.2,1,2,1,1,1,1,3,42,97,0.96,77
0.7,6,4,2,2,2,1,2,19,99,2.94,258
2.6,22,7,2,2,4,4,3,65,92,2.69,144
2.6,6,16,3,4,6,1,3,2,100,0.34,848
4.6,1,3,1,1,1,2,1,183,96,3.34,47
4.4,63,4,2,2,2,4,2,89,96,4.38,23
4.4,63,3,1,1,1,2,2,29,91,3.78,25
7.7,1,1,1,1,2,1,31,165,98,2.78,38
6.5,56,2,1,1,1,1,2,16,100,0.51,95
4.3,53,10,1,2,4,4,1,69,94,3.21,396
4.1,24,1,1,1,4,1,4,420,93,25.1,155
2.5,5,2,2.5,1,1,1,2,40,95,1.61,36
6.1,896,4,1,1,2,2,2,12,92,4.86,123
6.6,1,8,1.5,3,4,1,3,17,95,2.02,323
4.6,4,7,1,0,3,2,1,148,92,2.75,160
10.2,3,5,2,2,3,4,3,164,93,2.88,202
7.1,1,8,1.5,3,4,1,2,242,95,5.18,109
4.7,1,6,1,2,2,4,2,21,99,2.9,126
2.9,3,2,1,1,1,2,2,125,99,4.15,60
2.2,44,2,1,1,1,1,1,2,100,1.76,66
5.8,1,5,1,2,3,1,1,20,95,0.29,66
2.7,1,6,1,3,3,2,2,82,99,2.7,136
10,4,2,1,1,1,1,1,160,96,3.42,104
1.5,38,4,1,0,2,2,2,21,95,2.14,147
6.1,896,6,2,2,3,4,2,13,97,0.94,133
3.1,4,2,1,0,1,1,1,202,99,12.55,119
1.8,1,8,1,2,5,4,2,96,97,4.63,149
1.6,2,2,1.5,1,1,2,6,29,94,1.64,151
7.5,1,2,1,1,1,1,1,73,97,1.55,66
6.5,56,10,2,4,7,6,1,57,99,1.7,228
3.6,2,4,1,1,2,2,2,85,96,4.03,58
1,2,4,1,0,2,4,2,25,97,3.54,203
6.1,896,6,2,2,3,4,2,6,100,2.5,201
7.2,4,10,2,4,6,8,2,22,95,0.9,173
2.2,58,7,1,3,5,5,1,30,88,2.62,181
6.4,3,2,1,1,1,2,2,12,100,1.85,75
2.5,22,5,1,2,2,1,1,3,87,3,497
5.4,2,12,2,5,6,8,2,186,88,3.1,199
2.6,1,2,1,1,1,1,1,5,88,0.52,45
7.2,0,8,2.5,5,6,8,2,26,98,3.29,301
1.7,2,2,1,1,1,2,1,8,98,0.42,94
6.9,1,6,1,3,3,2,3,19,99,1.94,125
6.9,1,4,1,1,1,2,2,64,99,1.99,179
3.7,2,8,2.5,3,4,1,21,1,100,0.06,246
0.9,10,3,1,1,2,1,30,2,100,0.8,73
3.9,0,4,1,2,2,1,2,24,95,3.26,81
4.2,82,2,1,0,1,1,1,50,82,4.45,13
7.2,69,6,2,2,6,2,2,62,100,2.99,116
1.5,38,3,1,1,2,2,2,27,99,3.28,105
2.1,34,2,1,1,1,1,2,4,100,0.91,505
2.5,1,6,1,3,3,6,1,57,85,3.94,126
1,1,10,1,4,5,6,1,37,86,3.87,149
1.5,5,8,2,4,4,8,1,10,89,2.97,149
3.5,38,4,1,1,2,3,2,19,98,3.41,91
3.6,6,3,1,1,1,3,5,65,95,1.64,104
9,1,4,1,2,2,4,1,90,96,2.22,97
8.3,1,8,2,3,3,8,2,52,98,2.82,302
8.8,12,4,2,1,2,1,25,5,84,0.12,17
2.2,58,6,1,2,4,4,1,55,89,5.24,66
2.9,13,2,1,1,1,2,1,8,90,1.09,550
6.4,1,3,1,1,2,2,1,237,100,12.34,96
4.6,8,10,2.5,3,5,1,1,104,94,5.51,199
6.1,896,4,1,1,2,2,2,20,99,2.96,150
0.6,2,2,1,1,1,1,3,2,100,0.49,37
8,4,2,1,1,1,1,21,11,96,0.43,107
1,0,6,1,2,2,3,1,51,93,6.38,74
6.1,0,8,1,1,1,2,2,67,100,0.95,91
5.2,2,6,1,2,3,4,2,276,98,4.9,104
8,4,5,1,2,3,1,18,15,93,0.74,152
2.9,10,6,2,2,3,4,2,12,100,2.73,211
4.6,7,1,1.5,1,1,1,1,2,100,2,24
8,1,6,2,2,2,4,2,95,98,2.21,178
5.2,3,1,1,1,1,1,30,2,100,0.05,29
6.6,2,6,2,3,4,2,3,38,99,2.27,198
2.2,58,8,2.5,3,3,4,1,47,93,3.75,117
1.7,117,6,2,2,4,1,3,31,95,2.72,303
5.3,2,4,1,2,2,1,1,90,98,11.39,124
4.2,82,3,1,0,2,1,1,40,86,7.95,13
7.9,2,4,1,1,2,2,1,59,97,1.1,86
3.5,38,9,1.5,2,6,4,2,19,98,4.22,146
1.4,1,6,2,2,3,1,2,30,93,1.93,105
3.1,6,1,1,1,1,1,2,22,100,1.16,42
2.2,58,8,1,3,3,6,1,68,93,3.36,99
1.9,5,8,1.5,3,4,2,1,135,93,8.04,255
5.6,2,2,1,1,1,2,3,4,100,0.15,92
7.3,1,6,1,2,3,4,2,98,97,3.99,87
4.3,2,2,1,1,1,1,1,163,96,4.46,100
6.2,13,1,1,1,1,1,2,41,93,1.74,23
3.3,1,7,3,3,6,7,3,46,98,2.57,204
3.9,1,6,2,3,3,2,2,37,99,2.06,152
4.6,3,1,1,1,1,1,7,4,85,0.09,41
2.5,5,4,1,1,0,2,2,1,100,0.52,87
3.8,2,2,1,1,1,1,2,25,98,1.38,35
1.9,1,6,1,3,3,4,1,22,97,2.28,145
9.4,1,6,1,3,3,6,1,11,100,0.71,86
5.9,1,5,2,2,2,1,2,91,99,2.2,205
4.5,3,6,1,2,3,4,2,66,95,4.23,100
0.8,53,16,3.5,4,10,6,2,12,97,3.43,305
7,8,2,2.5,2,2,1,1,126,97,4.39,36
6.1,2,6,1,3,3,6,2,159,98,3.88,173
4.8,7,9,1.5,4,5,1,4,6,90,0.24,172
8.8,21,10,2,4,4,6,2,13,95,0.24,337
4.4,63,6,1,3,3,6,1,35,89,6.14,27
6.1,896,6,2,3,3,6,2,45,92,0.85,124
3.4,0,2,1,1,1,1,1,5,100,1.23,36
1.2,1,2,1,1,1,2,1,28,99,2.86,78
5.7,0,2,1,1,2,1,32,6,100,1.11,34
6.4,1,2,1,1,1,2,2,44,96,2.73,175
2.3,1,2,1,1,0,1,6,76,98,2.86,52
4.2,1,2,1,0,1,1,1,9,100,0.94,95
1,1,4,1,2,2,2,1,25,96,2.17,85
4.2,82,2,1,0,1,1,1,35,92,6.69,13
4.5,0,2,1,1,1,2,2,14,100,0.26,44
4,8,5,2,2,3,1,30,1,100,0.39,146
5.9,1,7,1,3,3,4,3,2,100,1.07,190
4.3,53,10,2,2,4,4,2,111,91,3.26,201
3,1,4,2.5,4,4,4,2,7,91,0.31,421
1.8,6,3,1,0,0,1,2,77,92,3.94,85
6.1,896,4,1,2,2,4,2,42,92,1.12,135
8.1,3,14,3.5,4,7,4,1,36,99,1.07,642
4.4,63,5,1,2,2,4,1,17,93,4.95,18
6.1,896,6,2,2,3,4,2,58,96,1.34,217
1.5,38,3,1,1,2,2,2,28,94,3.12,105
0.5,19,2,1,1,1,1,1,5,100,2.42,43
6.5,56,4,1,1,2,1,1,4,100,0.85,54
1,2,4,1,2,2,1,2,29,99,3.41,94
6.1,896,4,2,2,2,4,2,38,90,0.87,153
3.5,1,5,1,3,3,5,2,66,99,1.62,171
1.7,117,6,2,2,3,1,3,23,99,2.42,302
2.2,44,3,1,1,1,3,1,55,93,2.94,104
4,1,3,1,1,1,1,1,27,99,2.11,46
7.4,77,4,2,2,2,1,31,4,85,0.09,203
7.7,16,1,2,1,1,1,1,149,92,1.87,29
2,22,9,2,3,6,8,1,13,89,1.3,214
2.9,13,2,1,1,0,1,1,19,92,0.64,29
5.1,1,8,2,3,3,6,2,120,96,3.6,114
0.5,0,4,1,2,2,4,1,5,100,1.19,128
6,3,1,1,1,1,1,20,15,100,0.36,40
5.2,2,4,1,2,2,5,2,11,93,1.68,102
1.1,0,4,1,1,1,2,2,16,99,2.02,105
2,1,2,1,1,1,1,1,11,100,0.54,41
2,2,4,1,2,3,4,1,100,98,4.46,135
3.7,9,4,2,2,4,4,2,29,92,1.1,146
3.6,2,6,1,2,3,4,2,135,93,3.83,90
4.8,2,3,1,2,2,1,2,98,99,1.82,75
2.4,2,4,1,1,2,2,2,38,97,3.89,103
2,1,6,1,2,2,4,1,65,97,4.91,198
5.8,4,6,1,2,2,3,2,13,98,0.37,558
3.2,4,5,1,3,3,5,1,38,95,2.73,101
2.9,7,2,1,1,1,2,1,120,89,6.35,63
9.8,1,2,1,1,1,1,1,2,100,0.14,38
0.5,19,2,1,1,1,1,1,5,96,2.94,41
7.7,2,2,1,1,1,1,2,81,98,0.89,60
6.6,48,2,2,1,1,1,1,89,97,1.86,81
6.8,1,4,1,1,2,2,1,72,99,6.79,112
4.1,0,1,1,1,1,1,1,13,94,2.23,49
6.6,2,3,1,0,1,2,3,16,100,0.79,101
6.1,896,2,1,0,1,2,2,14,99,5.25,493
1.9,4,2,3,1,1,1,1,34,98,3.04,72
6.2,33,7,2,2,4,3,1,92,98,7.86,149
1.3,569,6,1,3,4,1,1,9,93,4.22,47
9.5,1,5,1,2,3,2,1,172,98,2.46,93
5.1,1,5,2,2,2,2,2,168,99,7.74,104
7.4,0,4,1,2,3,4,3,68,98,2.07,66
8.7,1,4,1,2,2,1,1,420,85,6.7,71
4.4,1,4,1,1,1,4,2,9,100,0.54,121
4.5,1,2,1,1,1,1,1,1,100,0.31,68
5.8,3,6,1,1,3,2,2,161,96,3.65,97
3.7,1,6,1,3,3,4,2,33,94,1.43,191
2,18,2,1,1,1,1,2,55,98,4.97,101
1.8,1,3,1,2,2,2,2,54,97,2.76,142
5.6,1,2,1,1,1,1,3,62,98,1.48,73
6.5,1,8,1,3,3,6,2,163,96,5.95,85
2.2,44,5,1,1,2,1,1,81,96,4.63,103
4,1,1,1,0,1,1,5,7,94,0.61,49
4.6,1,4,1,1,1,2,2,225,96,4.23,90
4.3,3,2,1,1,1,2,2,8,95,0.19,42
3.4,2,4,1,1,2,2,2,151,95,6.54,82
4,12,3,2,2,2,1,3,16,93,0.47,76
2.2,58,9,3,4,5,8,1,128,97,5.03,203
2.3,2,2,2,1,1,1,1,79,95,2.96,27
3.4,3,2,1,1,1,2,30,59,95,1.46,67
4.1,3,6,2,2,3,1,1,41,99,3.45,144
6.8,0,2,1,1,1,1,1,12,92,2.98,24
6.1,896,4,1,1,2,2,2,3,100,0.49,149
9.5,1,2,1,1,1,2,2,174,97,3.97,52
5.6,3,2,1,1,1,1,2,117,93,2.63,54
4.7,12,8,3,3,3,6,3,129,95,2.72,303
0.6,1,4,1,1,1,1,1,17,93,3.92,147
4.9,1,5,2,2,4,4,2,11,100,0.39,399
1.2,1,7,1,2,5,3,2,9,93,0.92,105
5.4,15,3,1,1,1,2,1,12,98,0.94,258
4.9,7,1,1,1,1,1,31,18,98,1.12,34
4,1,8,2.5,3,4,8,3,94,90,3.46,125
4.1,1,4,1,2,2,4,1,11,100,1.18,249
7.4,12,4,1,0,2,2,2,76,95,3.22,85
4.5,3,2,1,2,2,1,31,1,100,0.15,64
7.8,1,2,1,1,0,1,3,19,95,0.43,58
7.8,3,2,1,1,1,1,2,75,99,1.87,59
4.6,8,16,3,4,9,1,1,14,99,3.16,400
1.3,8,8,2,3,3,5,1,52,91,3.71,13
7.4,77,2,1,1,1,1,31,2,100,0.12,68
5.4,8,4,2.5,1,2,1,1,363,96,8.55,26
1.5,38,4,1,1,1,2,2,20,93,2.26,95
11.6,1,1,1,1,1,1,2,178,100,2.85,55
1.3,569,4,1,2,1,1,1,13,98,6.29,61
3.8,5,14,2,4,7,10,2,28,95,2.6,280
0.9,1,4,1,1,2,1,3,4,100,1.43,71
8.8,2,2,1,1,1,2,2,29,99,1.29,142
5.1,1,2,1,1,1,1,3,52,98,0.96,66
3.6,39,6,1,2,2,3,1,17,94,1.2,44
6.1,7,2,1,0,1,2,1,223,91,5.35,128
6.1,896,4,1,1,2,2,2,23,95,3.63,140
2.8,4,1,1,0,1,1,1,5,96,0.29,43
4.1,3,10,2,4,6,8,2,55,99,2.09,137
6.9,5,10,2.5,3,4,6,2,158,100,2.91,550
3.8,2,8,2,4,5,4,3,32,99,2.18,150
4.2,82,3,1.5,0,2,1,1,124,87,7.73,14
4.7,2,2,1,1,1,2,2,52,95,2.4,85
3,1,9,3,3,3,4,2,44,100,2.18,302
7.8,3,1,1,1,1,1,3,13,97,0.22,67
6.6,48,2,1,1,1,1,1,46,95,2.12,84
3.4,7,10,1.5,3,7,1,2,33,99,2.44,402
3.5,8,2,2,1,1,1,14,40,96,1.81,52
1.3,569,4,1,2,2,1,1,19,83,4.35,121
5.5,1,4,1,1,2,2,2,133,94,3.55,103
6.5,3,2,1,1,1,2,1,28,88,0.36,73
6.1,896,6,2,2,3,4,2,3,100,1.27,190
3.6,3,2,1,1,1,2,4,2,100,0.09,55
6.9,7,2,1,1,1,1,2,50,99,0.74,104
1.6,38,16,2.5,4,5,1,1,27,96,3.4,477
8.4,1,2,1,1,1,1,2,22,96,0.46,31
7.4,5,6,1,1,3,1,2,2,100,1.76,69
1,1,7,1,3,4,1,2,22,98,1.92,172
6.2,3,3,1,1,1,1,2,31,99,1.64,81
7.7,3,10,1.5,4,7,3,1,95,99,4.27,122
3.8,1,2,1,1,1,1,1,32,98,1.71,79
1.4,1,5,1,2,2,4,1,39,96,4.24,44
1.8,2,3,1,0,2,1,2,82,91,4.18,83
6.6,3,2,1,1,1,2,1,25,97,3.68,48
8.6,2,2,1,1,1,1,2,37,99,1.57,79
1,7,2,1,0,2,1,1,11,89,3.75,48
7.8,3,1,1,1,1,1,3,27,99,0.38,82
0.7,0,4,2,3,3,3,1,7,100,0.96,125
8.7,1,4,1,2,2,1,2,136,98,4.26,101
4.8,26,2,1,0,1,1,1,43,94,2.16,104
4.6,6,2,1,1,1,1,1,91,92,2.2,60
6.2,33,6,2,1,2,2,1,113,98,6.56,135
4.6,11,2,1,1,1,2,1,16,80,0.37,35
4.1,0,6,1,2,2,4,3,4,100,1.54,68
6.2,1,4,1,2,2,2,2,83,97,5.18,97
2,22,12,2,4,8,9,1,20,94,1.11,380
5,1,8,3,3,5,6,2,72,100,1.58,118
5.7,11,2,1,1,1,1,32,3,87,0.33,47
4.1,3,8,1,3,3,6,2,112,96,2.64,89
4.8,2,1,1,1,1,1,1,8,100,2.55,16
2.9,1,5,1,2,2,1,2,30,99,1.7,147
1.3,5,2,1,1,1,1,1,1,100,0.41,151
4.8,10,1,1,1,1,1,4,10,100,0.18,34
5.8,3,6,1,2,5,1,1,1,100,0.19,177
6.6,21,4,1,0,1,1,1,10,89,2.13,59
4.6,5,2,1,1,1,2,2,5,96,0.26,72
6.6,21,3,1,1,1,1,1,39,94,5,99
0.5,0,16,2.5,4,9,10,2,11,76,2.24,215
6.6,1283,2,1,0,1,2,2,5,88,0.46,147
7.9,5,4,1,1,2,2,2,615,96,6.73,46
1.6,5,4,1,1,3,1,1,1,100,0.47,649
3,3,2,1,1,1,1,1,79,98,2.69,46
6,1,2,1,1,1,1,3,43,100,1.21,64
3.7,1,4,1,1,1,1,1,72,100,2.22,150
6.1,1,2,1,1,1,1,2,17,99,0.62,46
5.2,9,2,1,0,1,2,1,13,91,0.79,96
6.5,56,2,2,1,1,1,2,23,95,0.83,34
6.5,56,9,1,3,4,6,1,9,98,1.02,198
3.9,2,3,2,2,2,3,3,52,99,1.53,265
7.4,14,6,1,2,2,4,2,42,99,1.41,222
3.8,0,3,1,1,1,1,3,9,100,2.14,175
6.2,13,1,1,1,1,1,2,7,100,0.98,24
8.6,1,4,1,2,5,3,2,27,99,0.59,164
5.7,1,1,1,1,1,1,3,2,100,0.41,43
1.2,1,12,3,4,5,4,2,2,100,0.2,199
1,24,4,1,1,2,2,2,1,100,0.64,503
2.9,13,2,1,1,1,1,1,57,96,2.06,22
1.3,569,4,1,2,2,1,1,15,89,3.36,96
4,1,2,1,0,0,1,1,234,98,7.41,76
2.9,2,10,3.5,4,6,2,2,6,100,2.12,157
5.8,1,2,1,1,1,1,2,16,93,0.62,124
4.7,3,3,1,0,2,2,2,43,96,1.82,67
2.6,22,5,1,1,3,3,3,42,91,2.59,195
2.1,10,6,1,1,3,4,2,1,100,1,250
4.4,1,2,1,1,1,1,2,6,97,1.29,137
3.2,1,7,1,3,3,4,2,32,100,2.42,133
7.3,1,2,1,1,1,2,4,87,96,1.52,79
4.9,0,7,1,2,4,1,1,5,84,1.02,202
6.7,1,2,1,1,2,2,2,141,99,5.99,54
5.8,3,2,1,0,1,1,3,96,95,2.87,134
7.2,4,5,1,2,3,4,2,111,96,4.21,69
0.4,0,4,1,2,2,2,1,1,100,0.35,101
5.7,1,2,1,1,1,1,1,23,99,2.14,83
2.8,1,2,1,1,1,2,3,101,100,3.12,152
5.5,1,5,1,1,3,2,1,34,100,1.03,203
5.8,3,5,1,2,2,2,2,256,98,3.88,85
4.8,13,2,1,1,0,2,1,12,92,2.29,34
8.2,3,10,2,4,8,4,2,59,100,1.73,203
6.1,896,4,2,2,2,4,2,29,90,1.08,153
5.3,2,5,1,2,2,5,2,56,98,3.77,101
5,1,2,1,1,2,1,1,17,89,2.25,67
2.6,4,2,1,2,2,2,7,3,87,0.52,61
7.1,1,2,1,1,1,2,1,64,98,4.74,70
5,0,2,1,1,1,1,2,107,90,1.94,62
6.8,1,2,1,1,1,2,2,29,94,0.51,100
1.7,117,8,3,3,5,1,3,47,97,4.11,300
4.7,1,5,1,2,2,1,1,18,100,3.12,100
6.5,56,4,2,2,2,4,1,81,97,2.27,130
5.4,4,4,1,2,2,2,1,21,99,0.91,209
1.2,5,6,1,3,3,6,1,51,90,4.35,151
4.2,4,7,1,2,2,2,1,289,98,6.61,71
5.2,0,12,3,4,8,8,2,17,100,3.86,197
7,1,3,1,1,2,2,2,19,100,0.63,189
6.2,1,3,1,2,5,3,4,183,97,2.71,103
3.9,2,2,1,1,1,1,1,43,97,4.26,104
4.1,1,11,1,2,2,2,1,27,97,5.79,58
4.6,1,6,2,3,4,2,3,65,95,1.45,104
1.5,38,4,1,0,2,2,2,27,95,2.63,352
6,1,5,1,2,2,4,1,10,98,2.38,63
4.4,2,12,2,3,3,8,1,28,99,1.5,607
4.2,1,2,1,1,1,2,2,47,96,2.59,93
3.8,1,2,1,1,1,1,1,30,100,0.68,89
3.3,1,7,1.5,2,5,2,2,19,100,1.85,110
3.6,39,7,1,2,2,3,1,1,20,0.58,84
4.6,9,2,3,1,2,2,1,58,87,1.29,36
1.5,38,8,1,2,4,4,2,19,97,2.1,132
7.1,2,5,1,2,2,2,1,65,100,1.43,97
6,1,2,1,1,1,1,2,1,100,0.06,48
1,2,6,1.5,2,2,4,2,37,96,4.19,97
0.5,19,2,1,1,1,1,1,3,87,1.64,41
4.6,11,1,1,1,1,1,1,7,93,0.82,22
5.1,1,4,1,1,2,2,2,17,100,3.47,111
0.9,20,5,2,2,2,1,1,1,100,1,501
0.7,0,2,1,1,1,1,1,24,91,3.21,78
3.9,1,2,1,1,2,2,4,63,97,1.43,105
4.1,9,16,3,10,13,1,2,9,82,0.4,599
1.7,7,4,1,2,2,4,2,45,92,2.64,118
2.1,3,5,1.5,2,2,4,3,21,97,0.96,80
3.7,4,6,1,2,2,4,3,57,92,1.98,91
1.3,569,6,1,2,3,1,1,19,92,4.49,141
1.5,38,10,2.5,3,4,6,2,39,97,2.95,298
4.9,4,3,1,2,2,1,30,3,100,0.27,123
4,1,2,1,1,1,2,3,2,80,0.06,100
4.8,2,5,1,2,3,4,2,56,98,3.12,147
3.9,1,4,2,2,2,4,2,33,94,2.35,60
10,10,2,1,1,1,1,2,40,94,1.2,36
3.1,1,5,1,1,1,2,1,232,99,6.63,83
6.6,1,2,1.5,1,1,1,2,82,95,1.16,84
7.4,14,12,2,4,4,8,1,43,99,0.96,606
6.1,896,2,1,1,1,2,2,37,97,1.79,135
1.8,1,16,4,12,17,16,2,34,98,1.64,506
6.7,2,4,1,2,2,1,2,77,99,1.85,50
4.6,2,4,1,2,2,4,1,92,95,1.7,145
0.5,19,2,1,1,1,1,1,1,100,1,36
7.7,16,3,2,1,2,2,1,9,93,0.56,22
1.7,1,6,2,2,2,6,2,55,98,2.81,179
1.7,117,6,2,2,4,1,3,23,95,3.61,300
4.8,16,2,1,1,1,1,31,26,96,0.49,40
1.6,2,8,1,3,4,8,2,3,100,1.17,189
2.5,4,8,1,2,3,4,3,51,99,2.55,162
3.6,13,2,1,1,2,1,3,15,72,0.47,26
1.1,6,3,1,0,2,2,2,56,99,6.94,103
10,10,2,2,1,1,1,2,3,100,0.41,56
7.7,6,3,2,1,3,1,1,127,89,1.37,49
0.9,0,6,1,2,2,4,2,18,97,2.65,112
6.7,12,6,1,1,1,1,2,12,88,0.4,25
3.8,1,6,1,2,0,4,1,14,93,0.59,131
7,4,4,1,1,0,1,2,6,83,0.11,50
4.1,0,6,1,2,3,2,3,7,94,1.26,128
2.2,1,7,1,3,4,7,2,19,97,1.15,148
1.8,6,2,1,0,2,1,2,77,95,3.82,89
0.7,6,4,2,2,2,1,2,2,100,0.79,255
4.1,1,4,2,2,2,4,1,15,100,0.64,178
4.8,1,2,1,1,2,1,2,62,97,2.53,50
4.2,3,2,1,0,1,2,2,24,91,2.82,69
1.3,5,8,2,3,3,1,1,32,92,2.36,199
5.7,9,7,2.5,4,4,1,2,3,100,0.87,157
1.7,2,1,1,1,1,1,2,4,80,0.22,44
1.9,6,4,1,2,2,2,2,15,84,1.51,155
0.8,3,8,2,4,4,1,1,5,87,0.66,368
0.3,0,12,3.5,5,7,1,2,4,90,1.71,303
3.4,22,3,1,1,1,2,31,1,100,1,71
6.1,2,6,2.5,3,3,4,2,9,100,0.17,222
7.4,77,3,1,1,1,1,60,2,100,0.04,162
6.4,11,5,1,1,2,1,1,386,83,5.76,69
6.3,3,2,1,1,1,1,1,71,93,1.03,91
7.7,7,10,3,3,9,4,3,25,98,0.32,348
2.2,44,7,1,3,3,1,1,42,92,3.39,98
0.9,1,6,2,3,3,1,2,37,97,3.94,359
5.7,1,2,1,1,1,1,2,202,99,3.07,35
2.5,22,2,1,1,1,1,1,33,92,4.4,106
4.9,1,4,3,2,3,4,2,22,86,2.37,75
1.8,1,7,2,2,3,6,2,59,99,3.01,173
3.2,3,12,3,4,7,10,2,100,89,4.65,400
8.8,21,10,2,4,4,6,3,35,95,0.74,376
2.8,3,2,1.5,1,1,2,30,32,99,0.99,50
3.5,1,5,2,2,2,4,2,8,95,0.42,78
4.1,3,16,3,7,10,1,2,35,100,1.4,491
5.7,1,5,1,3,3,1,5,7,92,0.12,99
0.9,20,2,1,1,1,1,1,5,100,2.63,505
6.1,896,4,1,1,2,2,2,4,85,1.4,144
6.5,2,3,1,2,2,2,1,86,95,3.01,92
7.9,0,4,1,2,2,4,1,8,95,1.1,82
2.2,58,10,2.5,4,5,6,1,39,89,3.47,199
1.2,6,4,1,2,4,1,4,2,100,0.97,799
1.6,38,8,2.5,3,3,1,1,6,97,3.05,504
3.9,2,6,1,2,3,4,2,29,93,3.03,134
4.6,8,16,2.5,3,6,1,1,34,99,2.22,395
2.8,1,1,2,1,1,1,2,133,98,4.14,46
4.4,63,3,1,1,1,2,1,16,93,5.33,22
5.8,2,2,1,1,1,1,1,6,92,0.86,55
5.7,2,2,1,1,1,1,2,13,98,2,68
2.8,1,6,1,2,1,1,1,103,89,6.49,53
7,8,12,2.5,6,6,1,2,28,100,1.02,444
4.4,63,2,1,0,1,2,1,62,93,3.11,20
7.4,77,2,1,1,1,1,31,1,100,0.12,163
5.3,2,4,1,2,2,2,2,45,94,0.77,251
4.5,1,5,1,3,3,3,2,36,99,0.68,290
7.8,0,3,1,1,1,1,2,96,98,2.89,73
8.5,3,5,2,3,3,2,365,16,95,0.18,305
0.8,3,1,2,1,1,1,1,8,93,1.82,103
11.6,4,2,1,0,1,1,30,3,87,1.2,42
6.1,896,2,1,1,1,2,2,41,89,1.01,121
6.4,36,4,1,1,1,1,31,4,95,0.15,79
1.7,117,6,2,2,3,1,1,15,99,3.69,199
1.6,1,4,1,0,4,2,1,9,100,0.48,96
7.2,1,4,2.5,3,2,1,365,2,90,0.03,142
6.6,1283,3,1,2,2,3,2,1,100,0.58,248
6.8,2,2,1,3,1,1,1,12,100,0.83,59
7.9,1,2,1,1,1,1,3,38,94,0.4,123
1.9,4,2,3,1,1,1,1,47,98,2.13,52
3.7,9,20,6,8,20,2,2,1,100,1,268
7.9,1,3,1,2,2,2,1,114,92,1.82,43
6.5,56,2,1,1,1,1,2,27,98,1.04,29
5.8,3,6,1,2,4,4,2,51,97,1.07,157
3.8,1,5,1,2,2,4,2,33,98,3.6,163
3.3,2,6,1,2,3,4,1,82,95,2.15,72
2.8,1,3,1,2,2,1,2,138,94,4.84,41
3.8,7,4,1,1,2,1,2,44,96,1.01,89
6.6,1283,2,1,0,1,2,2,14,96,1.4,142
6.5,1,4,1,2,2,2,1,69,97,2.31,169
3.4,1,3,1,1,3,3,1,105,97,3.09,148
3.6,2,4,1,2,2,5,1,16,98,0.95,99
6.2,13,1,1,1,1,1,2,43,96,1.42,24
3.6,596,4,1,1,1,1,2,38,100,2.18,194
1.3,569,2,1,1,1,1,1,9,89,5.09,77
3.9,6,7,1,2,2,7,2,47,95,2.01,224
4.6,4,6,1,2,2,2,1,42,92,2.12,116
7.4,77,2,1,1,1,1,30,6,90,0.38,89
2.7,1,2,1,1,0,1,1,80,95,2.83,45
3.6,1,4,1,1,2,2,2,14,100,0.34,100
4.7,2,2,1,1,1,1,1,16,100,1.59,46
5.6,2,3,1,1,2,2,2,25,99,0.62,82
1.7,2,6,2,2,3,4,3,36,94,1.93,109
1.6,29,2,1,1,1,1,1,20,94,3.51,42
2.2,58,8,1,3,4,6,1,62,91,2.92,104
4.2,82,3,1,0,3,1,1,115,91,6.4,10
2.1,0,3,1,1,1,2,2,12,98,4.86,59
1.5,1,3,1,1,1,2,1,28,89,2.77,70
8.5,6,5,2,2,2,2,2,18,98,3.12,200
8.6,2,1,1,1,1,1,1,28,94,0.3,129
4.6,1,4,1,2,2,1,2,15,100,1.19,134
4.6,4,2,2,1,1,2,1,242,97,5.17,50
2.9,2,1,1,1,1,1,2,79,98,2.32,35
5,1,3,1,0,1,2,1,8,93,0.14,140
5.6,3,3,1,2,3,1,2,17,94,0.4,124
5.5,0,2,1,1,1,1,2,12,98,2.43,44
5.2,2,4,1,2,3,2,12,4,100,0.5,117
5.5,1,4,1,1,2,2,2,48,100,1.25,155
5.3,1,8,2,4,4,6,25,3,100,0.39,147
5.3,1,3,1,2,2,2,3,57,97,1.36,107
0.4,0,3,1,0,2,2,1,20,86,5.66,86
1.5,38,8,1,2,4,4,2,30,98,3.41,138
